Año,Aerolinea,Mes,Pasajeros
2023,Volaris (Concesionaria Vuela Cia de Aviación),6,1946624
2023,Vivaaerobus (Aeroenlaces),6,1751633
2023,Aeroméxico (Aerovías de México),6,1104916
2023,Aeroméxico Connect (Aerolitoral),6,390793
2023,Magnicharters (Grupo Aéreo Monterrey),6,26027
2023,Transportes Aéreos Regionales (TAR),6,16972
2023,Aéreo Calafia,6,8579
2023,Aeromar,6,0
2023,Aerus,6,930
1992,Aeroméxico (Aerovías de México),7,556623
1992,Mexicana (Mexicana de Aviación),7,536393
1992,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",7,69080
1992,Aerocalifornia,7,57709
1992,Aviacsa (Consorcio Aviaxsa),7,27975
1992,Servicios Aereos Rutas Oriente  (S.A.R.O),7,27505
1992,Aerovías Caribe S.A  de C.V,7,25746
1992,Aeromar,7,19557
1992,Aviación del Noroeste S.A de C.V,7,16707
1992,Aerocozumel,7,12388
1992,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,11621
1992,Aerovías de Poniente S.A de C.V,7,8521
1992,Aero Sudpacifico S.A.,7,2164
1992,Aeromonterrey,7,1831
1992,Aerolineas Morelos S.A (Aeromorelos),7,2480
1992,Transportes Aéreos  Gane S.A  de C.V,7,386
1992,Servicio Aéreo Leo López S.A. de C.V,7,560
1993,Aero Sudpacifico S.A.,7,2301
1993,Aerocalifornia,7,77815
1993,Aerocozumel,7,11590
1993,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,11547
1993,Aeromar,7,22654
1993,Aeromonterrey,7,0
1993,Aerolineas Morelos S.A (Aeromorelos),7,2304
1993,Aerovías Caribe S.A  de C.V,7,25420
1993,Aeroméxico (Aerovías de México),7,500141
1993,Aerovías de Poniente S.A de C.V,7,23435
1993,Aviación del Noroeste S.A de C.V,7,21300
1993,Aviacsa (Consorcio Aviaxsa),7,36196
1993,Mexicana (Mexicana de Aviación),7,402375
1993,"Pal Aerolineas, S.A. de C.V.",7,0
1993,Servicios Aereos Rutas Oriente  (S.A.R.O),7,37036
1993,Servicio Aéreo Leo López S.A. de C.V,7,421
1993,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",7,155390
1993,Transportes Aéreos  Gane S.A  de C.V,7,0
1994,Aero Sudpacifico S.A.,7,2443
1994,Aerocalifornia,7,75569
1994,Aerocozumel,7,7943
1994,Aeroejecutivo S.A de C.V ,7,0
1994,Aerolineas Internacionales,7,8921
1994,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,16855
1994,Aeromar,7,29910
1994,Aerolineas Morelos S.A (Aeromorelos),7,1900
1994,Aerovías Caribe S.A  de C.V,7,32426
1994,Aeroméxico (Aerovías de México),7,679988
1994,Aerovías de Poniente S.A de C.V,7,25231
1994,Aviación del Noroeste S.A de C.V,7,3136
1994,Aviacsa (Consorcio Aviaxsa),7,47574
1994,Lineas Aereas Allegro,7,0
1994,Mexicana (Mexicana de Aviación),7,540416
1994,"Pal Aerolineas, S.A. de C.V.",7,4574
1994,Servicios Aereos Rutas Oriente  (S.A.R.O),7,85511
1994,Servicio Aéreo Leo López S.A. de C.V,7,953
1994,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",7,245228
1994,Transportes Aéreos  Gane S.A  de C.V,7,392
1995,Aero Sudpacifico S.A.,7,2147
1995,Aerocalifornia,7,72024
1995,Aerocozumel,7,11981
1995,Aeroejecutivo S.A de C.V ,7,25355
1995,Aerolineas Internacionales,7,16987
1995,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,36339
1995,Aeromar,7,25419
1995,Aerolineas Morelos S.A (Aeromorelos),7,2091
1995,Aerovías Caribe S.A  de C.V,7,35576
1995,Aeroméxico (Aerovías de México),7,533143
1995,Aviación del Noroeste S.A de C.V,7,2984
1995,Aviacsa (Consorcio Aviaxsa),7,47550
1995,Lineas Aereas Allegro,7,6690
1995,Mexicana (Mexicana de Aviación),7,463004
1995,"Pal Aerolineas, S.A. de C.V.",7,0
1995,Servicios Aereos Rutas Oriente  (S.A.R.O),7,0
1995,Servicio Aéreo Leo López S.A. de C.V,7,0
1995,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",7,152525
1995,Transportes Aéreos  Gane S.A  de C.V,7,0
1996,Aero Cuahonte S.A de C.V,7,0
1996,Aero Sudpacifico S.A.,7,1973
1996,Aerocalifornia,7,95230
1996,Aerocozumel,7,12187
1996,Aeroejecutivo S.A de C.V ,7,23920
1996,Aerolineas Internacionales,7,16198
1996,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,50932
1996,Aeromar,7,26527
1996,Aerolineas Morelos S.A (Aeromorelos),7,1943
1996,Aerovías Caribe S.A  de C.V,7,41008
1996,Aeroméxico (Aerovías de México),7,504487
1996,Aviación del Noroeste S.A de C.V,7,0
1996,Aviacsa (Consorcio Aviaxsa),7,43355
1996,Lineas Aereas Allegro,7,8587
1996,Mexicana (Mexicana de Aviación),7,407649
1996,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",7,98464
1997,Aero Cuahonte S.A de C.V,7,4068
1997,Aerocalifornia,7,109464
1997,Aerocozumel,7,11581
1997,Aeroejecutivo S.A de C.V ,7,23507
1997,Aerolineas Internacionales,7,22620
1997,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,61543
1997,Aeromar,7,31837
1997,Aerolineas Morelos S.A (Aeromorelos),7,0
1997,Aerovías Caribe S.A  de C.V,7,45766
1997,Aeroméxico (Aerovías de México),7,531359
1997,Aviacsa (Consorcio Aviaxsa),7,42031
1997,Lineas Aereas Allegro,7,5063
1997,Mexicana (Mexicana de Aviación),7,452007
1997,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",7,102208
1998,Aero Cuahonte S.A de C.V,7,3731
1998,Aerocalifornia,7,161836
1998,Aerocozumel,7,9891
1998,Aeroejecutivo S.A de C.V ,7,7220
1998,Aerolineas Internacionales,7,36323
1998,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,60767
1998,Aeromar,7,33300
1998,Aerovías Caribe S.A  de C.V,7,69370
1998,Aeroméxico (Aerovías de México),7,581193
1998,Aviacsa (Consorcio Aviaxsa),7,83277
1998,Lineas Aereas Allegro,7,5440
1998,Mexicana (Mexicana de Aviación),7,442798
1998,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",7,144637
1999,Aero Cuahonte S.A de C.V,7,3356
1999,Aerocalifornia,7,153267
1999,Aerocozumel,7,14141
1999,Aeroejecutivo S.A de C.V ,7,3684
1999,Aerolineas Internacionales,7,20475
1999,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,68017
1999,Aeromar,7,34488
1999,Aerovías Caribe S.A  de C.V,7,51774
1999,Aeroméxico (Aerovías de México),7,572444
1999,Aviacsa (Consorcio Aviaxsa),7,107603
1999,Lineas Aereas Allegro,7,14984
1999,Mexicana (Mexicana de Aviación),7,402962
1999,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",7,222319
2000,Aeroméxico (Aerovías de México),7,674770
2000,Mexicana (Mexicana de Aviación),7,504703
2000,Aerocalifornia,7,121408
2000,Aviacsa (Consorcio Aviaxsa),7,141440
2000,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,59642
2000,Aeromar,7,40890
2000,Aerovías Caribe S.A  de C.V,7,32130
2000,Aerolineas Internacionales,7,34384
2000,Lineas Aereas Allegro,7,16446
2000,Aerocozumel,7,10137
2000,Aero Cuahonte S.A de C.V,7,2828
2000,Aeroejecutivo S.A de C.V ,7,1397
2001,Aero Cuahonte S.A de C.V,7,2193
2001,Aerocalifornia,7,156224
2001,Aerocozumel,7,7415
2001,Aerolineas Internacionales,7,39486
2001,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,76122
2001,Aeromar,7,36099
2001,Aerovías Caribe S.A  de C.V,7,38265
2001,Aeroméxico (Aerovías de México),7,683125
2001,Aviacsa (Consorcio Aviaxsa),7,156754
2001,Grupo  Aereo Monterrey,7,48891
2001,Lineas Aereas Allegro,7,30600
2001,Lineas Aereas Azteca,7,17321
2001,Mexicana (Mexicana de Aviación),7,508379
2002,Aero Cuahonte S.A de C.V,7,894
2002,Aerocalifornia,7,150058
2002,Aerocozumel,7,4098
2002,Aerolineas Internacionales,7,48264
2002,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,70813
2002,Aeromar,7,37571
2002,Aerovías Caribe S.A  de C.V,7,52069
2002,Aeroméxico (Aerovías de México),7,632128
2002,Aviacsa (Consorcio Aviaxsa),7,170076
2002,Grupo  Aereo Monterrey,7,43489
2002,Lineas Aereas Allegro,7,30310
2002,Lineas Aereas Azteca,7,35333
2002,Mexicana (Mexicana de Aviación),7,480677
2003,Aero Cuahonte S.A de C.V,7,372
2003,Aerocalifornia,7,39016
2003,Aerocozumel,7,0
2003,Aerolineas Internacionales,7,0
2003,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,79464
2003,Aeromar,7,50272
2003,Aerovías Caribe S.A  de C.V,7,67954
2003,Aeroméxico (Aerovías de México),7,615864
2003,Aviacsa (Consorcio Aviaxsa),7,205021
2003,Grupo  Aereo Monterrey,7,52368
2003,Lineas Aereas Allegro,7,41811
2003,Lineas Aereas Azteca,7,63228
2003,Mexicana (Mexicana de Aviación),7,491446
2004,Aero Cuahonte S.A de C.V,7,293
2004,Aerocalifornia,7,145462
2004,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,96456
2004,Aeromar,7,48876
2004,Aerovías Caribe S.A  de C.V,7,76755
2004,Aeroméxico (Aerovías de México),7,644368
2004,Aviacsa (Consorcio Aviaxsa),7,281631
2004,Grupo  Aereo Monterrey,7,92892
2004,Lineas Aereas Azteca,7,70773
2004,Mexicana (Mexicana de Aviación),7,483379
2005,ABC Aerolineas,7,0
2005,Aerocalifornia,7,189676
2005,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,78774
2005,Aeromar,7,50949
2005,Aerovías Caribe S.A  de C.V,7,90562
2005,Aeroméxico (Aerovías de México),7,590813
2005,Aviacsa (Consorcio Aviaxsa),7,304563
2005,Avolar,7,0
2005,Grupo Aereo  Monterrey,7,75207
2005,Lineas Aereas Azteca,7,108962
2005,Mexicana (Mexicana de Aviación),7,414861
2006,ABC Aerolíneas,7,126065
2006,Aerocalifornia,7,0
2006,Aeroenlaces,7,0
2006,Aerolineas Mesoamericanas,7,17696
2006,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,133466
2006,Aeromar,7,53219
2006,Aerovías Caribe S.A  de C.V,7,138486
2006,Aeroméxico (Aerovías de México),7,539037
2006,Aviacsa (Consorcio Aviaxsa),7,290819
2006,Avolar,7,52188
2006,Grupo  Aereo Monterrey,7,75907
2006,Lineas Aereas Azteca,7,102420
2006,Mexicana (Mexicana de Aviación),7,436411
2006,Vuela,7,123171
2007,Aeroméxico (Aerovías de México),7,497667
2007,Mexicana (Mexicana de Aviación),7,438272
2007,Aviacsa (Consorcio Aviaxsa),7,299739
2007,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,213204
2007,Vuela,7,241599
2007,Aerovías Caribe S.A  de C.V,7,206816
2007,ABC Aerolineas,7,229444
2007,Aerocalifornia,7,139975
2007,Aeroenlaces,7,156818
2007,Avolar,7,93829
2007,Aerolineas Mesoamericanas,7,91458
2007,Grupo Aereo  Monterrey,7,75907
2007,Aeromar,7,47385
2007,Lineas Aereas Azteca,7,0
2008,ABC Aerolineas,7,317752
2008,Aerocalifornia,7,0
2008,Aeroenlaces,7,145063
2008,Aerolineas Mesoamericanas,7,104560
2008,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,7,267200
2008,Aeromar,7,36234
2008,Aerovías Caribe S.A  de C.V,7,303505
2008,Aeroméxico (Aerovías de México),7,437669
2008,Aviacsa (Consorcio Aviaxsa),7,235317
2008,Avolar,7,47194
2008,Grupo Aereo  Monterrey,7,54603
2008,Mexicana (Mexicana de Aviación),7,315665
2008,Vuela,7,310801
2009,Aeroméxico Connect (Aerolitoral),7,385520
2009,Aeroméxico (Aerovias de México),7,390982
2009,Click (Aerovías Caribe),7,375341
2009,Volaris (Concesionaria Vuela Cia de Aviación),7,302830
2009,Interjet (ABC Aerolíneas),7,315961
2009,Mexicana (Mexicana de Aviación),7,243578
2009,Vivaaerobus (Aeroenlaces),7,181436
2009,Aviacsa (Consorcio Aviaxsa),7,28773
2009,Magnicharters (Grupo Aéreo Monterrey),7,82793
2009,Aeromar,7,47873
2009,Mexicana Link,7,40316
2009,Aerocalifornia,7,0
2009,Alma (Aerolineas Mesoamericanas),7,0
2009,Avolar,7,0
2010,Aeroméxico Connect (Aerolitoral),7,388805
2010,Click (Aerovías Caribe),7,377291
2010,Aeroméxico (Aerovías de México),7,342579
2010,Interjet (ABC Aerolíneas),7,348208
2010,Volaris (Concesionaria Vuela Cia de Aviación),7,342644
2010,Mexicana (Mexicana de Aviación),7,220005
2010,Vivaaerobus (Aeroenlaces),7,258099
2010,Mexicana Link ,7,68897
2010,Aeromar,7,51317
2010,Magnicharters (Grupo Aéreo Monterrey),7,104958
2010,Aeroméxico Travel,7,0
2011,Interjet (ABC Aerolíneas),7,652797
2011,Aeroméxico Connect (Aerolitoral),7,472472
2011,Aeroméxico (Aerovías de México),7,453954
2011,Volaris (Concesionaria Vuela Cia de Aviación),7,423377
2011,Vivaaerobus (Aeroenlaces),7,335593
2011,Magnicharters (Grupo Aéreo Monterrey),7,99117
2011,Aeromar,7,52481
2012,Interjet (ABC Aerolíneas),7,649329
2012,Aeroméxico Connect (Aerolitoral),7,533893
2012,Aeroméxico (Aerovías de México),7,438041
2012,Volaris (Concesionaria Vuela Cia de Aviación),7,612805
2012,Vivaaerobus (Aeroenlaces),7,389238
2012,Magnicharters (Grupo Aéreo Monterrey),7,132226
2012,Aeromar,7,43462
2013,Interjet (ABC Aerolíneas),7,758001
2013,Aeroméxico Connect (Aerolitoral),7,544989
2013,Aeroméxico (Aerovías de México),7,458054
2013,Volaris (Concesionaria Vuela Cia de Aviación),7,787588
2013,Vivaaerobus (Aeroenlaces),7,411323
2013,Magnicharters (Grupo Aéreo Monterrey),7,101739
2013,Aeromar,7,45629
2014,Aéreo Calafia,7,5229
2014,Aeromar,7,49065
2014,Aeroméxico (Aerovías de México),7,441313
2014,Aeroméxico Connect (Aerolitoral),7,603624
2014,Interjet (ABC Aerolíneas),7,720341
2014,Magnicharters (Grupo Aéreo Monterrey),7,140741
2014,Transportes Aéreos Regionales (TAR),7,11279
2014,Vivaaerobus (Aeroenlaces),7,426898
2014,Volaris (Concesionaria Vuela Cia de Aviación),7,829635
2015,Aéreo Calafia,7,9782
2015,Aeromar,7,41078
2015,Aeroméxico (Aerovías de México),7,503799
2015,Aeroméxico Connect (Aerolitoral),7,639403
2015,Interjet (ABC Aerolíneas),7,872501
2015,Magnicharters (Grupo Aéreo Monterrey),7,140831
2015,Transportes Aéreos Regionales (TAR),7,24621
2015,Vivaaerobus (Aeroenlaces),7,473018
2015,Volaris (Concesionaria Vuela Cia de Aviación),7,967372
2016,Aéreo Calafia,7,20129
2016,Aeromar,7,49922
2016,Aeroméxico (Aerovías de México),7,507004
2016,Aeroméxico Connect (Aerolitoral),7,722362
2016,Interjet (ABC Aerolíneas),7,844032
2016,Magnicharters (Grupo Aéreo Monterrey),7,135327
2016,Transportes Aéreos Regionales (TAR),7,61714
2016,Vivaaerobus (Aeroenlaces),7,697493
2016,Volaris (Concesionaria Vuela Cia de Aviación),7,1088651
2017,Aéreo Calafia,7,32759
2017,Aeromar,7,58420
2017,Aeroméxico (Aerovías de México),7,483653
2017,Aeroméxico Connect (Aerolitoral),7,729488
2017,Interjet (ABC Aerolíneas),7,919215
2017,Magnicharters (Grupo Aéreo Monterrey),7,126761
2017,Transportes Aéreos Regionales (TAR),7,58499
2017,Vivaaerobus (Aeroenlaces),7,803799
2017,Volaris (Concesionaria Vuela Cia de Aviación),7,1146973
2018,Aéreo Calafia,7,32903
2018,Aeromar,7,54781
2018,Aeroméxico (Aerovías de México),7,520891
2018,Aeroméxico Connect (Aerolitoral),7,773881
2018,Interjet (ABC Aerolíneas),7,922596
2018,Magnicharters (Grupo Aéreo Monterrey),7,110733
2018,Transportes Aéreos Regionales (TAR),7,58466
2018,Vivaaerobus (Aeroenlaces),7,921247
2018,Volaris (Concesionaria Vuela Cia de Aviación),7,1294108
2019,Aéreo Calafia,7,24398
2019,Aeromar,7,73955
2019,Aeroméxico (Aerovías de México),7,414120
2019,Aeroméxico Connect (Aerolitoral),7,712141
2019,Interjet (ABC Aerolíneas),7,1003287
2019,Magnicharters (Grupo Aéreo Monterrey),7,112757
2019,Transportes Aéreos Regionales (TAR),7,53404
2019,Vivaaerobus (Aeroenlaces),7,1103325
2019,Volaris (Concesionaria Vuela Cia de Aviación),7,1507674
2020,Aéreo Calafia,7,3082
2020,Aeromar,7,17715
2020,Aeroméxico (Aerovías de México),7,180199
2020,Aeroméxico Connect (Aerolitoral),7,243276
2020,Interjet (ABC Aerolíneas),7,38811
2020,Magnicharters (Grupo Aéreo Monterrey),7,24630
2020,Transportes Aéreos Regionales (TAR),7,4178
2020,Vivaaerobus (Aeroenlaces),7,396170
2020,Volaris (Concesionaria Vuela Cia de Aviación),7,764908
2021,Volaris (Concesionaria Vuela Cia de Aviación),7,1708691
2021,Vivaaerobus (Aeroenlaces),7,1309097
2021,Aeroméxico (Aerovías de México),7,660329
2021,Aeroméxico Connect (Aerolitoral),7,536164
2021,Magnicharters (Grupo Aéreo Monterrey),7,64029
2021,Aeromar,7,40991
2021,Transportes Aéreos Regionales (TAR),7,30912
2021,Aéreo Calafia,7,15216
2022,Volaris (Concesionaria Vuela Cia de Aviación),7,2139429
2022,Vivaaerobus (Aeroenlaces),7,1644599
2022,Aeroméxico (Aerovías de México),7,914055
2022,Aeroméxico Connect (Aerolitoral),7,478743
2022,Aeromar,7,35343
2022,Magnicharters (Grupo Aéreo Monterrey),7,52783
2022,Transportes Aéreos Regionales (TAR),7,35829
2022,Aéreo Calafia,7,12900
2023,Volaris (Concesionaria Vuela Cia de Aviación),7,2243866
2023,Vivaaerobus (Aeroenlaces),7,2028926
2023,Aeroméxico (Aerovías de México),7,1210948
2023,Aeroméxico Connect (Aerolitoral),7,421435
2023,Magnicharters (Grupo Aéreo Monterrey),7,38495
2023,Transportes Aéreos Regionales (TAR),7,16965
2023,Aéreo Calafia,7,7815
2023,Aeromar,7,0
2023,Aerus,7,1593
1992,Aeroméxico (Aerovías de México),8,618712
1992,Mexicana (Mexicana de Aviación),8,581968
1992,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",8,88622
1992,Aerocalifornia,8,73256
1992,Aviacsa (Consorcio Aviaxsa),8,30282
1992,Servicios Aereos Rutas Oriente  (S.A.R.O),8,36160
1992,Aerovías Caribe S.A  de C.V,8,24407
1992,Aeromar,8,18652
1992,Aviación del Noroeste S.A de C.V,8,18474
1992,Aerocozumel,8,15669
1992,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,8,12976
1992,Aerovías de Poniente S.A de C.V,8,8660
1992,Aero Sudpacifico S.A.,8,2252
1992,Aeromonterrey,8,1530
1992,Aerolineas Morelos S.A (Aeromorelos),8,2599
1992,Transportes Aéreos  Gane S.A  de C.V,8,278
1992,Servicio Aéreo Leo López S.A. de C.V,8,549
1993,Aero Sudpacifico S.A.,8,1471
1993,Aerocalifornia,8,85408
1993,Aerocozumel,8,13444
1993,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,8,15897
1993,Aeromar,8,23077
1993,Aeromonterrey,8,0
1993,Aerolineas Morelos S.A (Aeromorelos),8,2915
1993,Aerovías Caribe S.A  de C.V,8,24407
1993,Aeroméxico (Aerovías de México),8,526736
1993,Aerovías de Poniente S.A de C.V,8,21409
1993,Aviación del Noroeste S.A de C.V,8,20775
1993,Aviacsa (Consorcio Aviaxsa),8,37015
1993,Mexicana (Mexicana de Aviación),8,452764
1993,"Pal Aerolineas, S.A. de C.V.",8,0
1993,Servicios Aereos Rutas Oriente  (S.A.R.O),8,39929
1993,Servicio Aéreo Leo López S.A. de C.V,8,348
1993,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",8,157723
1993,Transportes Aéreos  Gane S.A  de C.V,8,0
1994,Aero Sudpacifico S.A.,8,1696
1994,Aerocalifornia,8,77015
1994,Aerocozumel,8,14289
1994,Aeroejecutivo S.A de C.V ,8,0
1994,Aerolineas Internacionales,8,8521
1994,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,8,19395
1994,Aeromar,8,29881
1994,Aerolineas Morelos S.A (Aeromorelos),8,2161
1994,Aerovías Caribe S.A  de C.V,8,37807
1994,Aeroméxico (Aerovías de México),8,671550
1994,Aerovías de Poniente S.A de C.V,8,26207
1994,Aviación del Noroeste S.A de C.V,8,3333
1994,Aviacsa (Consorcio Aviaxsa),8,55254
1994,Lineas Aereas Allegro,8,0
1994,Mexicana (Mexicana de Aviación),8,545164
1994,"Pal Aerolineas, S.A. de C.V.",8,5664
1994,Servicios Aereos Rutas Oriente  (S.A.R.O),8,79414
1994,Servicio Aéreo Leo López S.A. de C.V,8,460
1994,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",8,243834
1994,Transportes Aéreos  Gane S.A  de C.V,8,404
1995,Aero Sudpacifico S.A.,8,1867
1995,Aerocalifornia,8,78891
1995,Aerocozumel,8,12297
1995,Aeroejecutivo S.A de C.V ,8,33432
1995,Aerolineas Internacionales,8,18338
1995,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,8,42876
1995,Aeromar,8,28293
1995,Aerolineas Morelos S.A (Aeromorelos),8,2664
1995,Aerovías Caribe S.A  de C.V,8,39575
1995,Aeroméxico (Aerovías de México),8,550062
1995,Aviación del Noroeste S.A de C.V,8,2597
1995,Aviacsa (Consorcio Aviaxsa),8,51746
1995,Lineas Aereas Allegro,8,6984
1995,Mexicana (Mexicana de Aviación),8,475555
1995,"Pal Aerolineas, S.A. de C.V.",8,0
1995,Servicios Aereos Rutas Oriente  (S.A.R.O),8,0
1995,Servicio Aéreo Leo López S.A. de C.V,8,0
1995,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",8,158264
1995,Transportes Aéreos  Gane S.A  de C.V,8,0
1996,Aero Cuahonte S.A de C.V,8,0
1996,Aero Sudpacifico S.A.,8,1766
1996,Aerocalifornia,8,97243
1996,Aerocozumel,8,12139
1996,Aeroejecutivo S.A de C.V ,8,23942
1996,Aerolineas Internacionales,8,16309
1996,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,8,49215
1996,Aeromar,8,25812
1996,Aerolineas Morelos S.A (Aeromorelos),8,2355
1996,Aerovías Caribe S.A  de C.V,8,41877
1996,Aeroméxico (Aerovías de México),8,503533
1996,Aviación del Noroeste S.A de C.V,8,0
1996,Aviacsa (Consorcio Aviaxsa),8,41042
1996,Lineas Aereas Allegro,8,7892
1996,Mexicana (Mexicana de Aviación),8,417139
1996,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",8,107682
1997,Aero Cuahonte S.A de C.V,8,4096
1997,Aerocalifornia,8,115369
1997,Aerocozumel,8,12542
1997,Aeroejecutivo S.A de C.V ,8,24772
1997,Aerolineas Internacionales,8,25434
1997,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,8,58525
1997,Aeromar,8,31540
1997,Aerolineas Morelos S.A (Aeromorelos),8,0
1997,Aerovías Caribe S.A  de C.V,8,51222
1997,Aeroméxico (Aerovías de México),8,547210
1997,Aviacsa (Consorcio Aviaxsa),8,44962
1997,Lineas Aereas Allegro,8,5708
1997,Mexicana (Mexicana de Aviación),8,465918
1997,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",8,123348
1998,Aero Cuahonte S.A de C.V,8,3378
1998,Aerocalifornia,8,161770
1998,Aerocozumel,8,11064
1998,Aeroejecutivo S.A de C.V ,8,7552
1998,Aerolineas Internacionales,8,31427
1998,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,8,59689
1998,Aeromar,8,32376
1998,Aerovías Caribe S.A  de C.V,8,53697
1998,Aeroméxico (Aerovías de México),8,582128
1998,Aviacsa (Consorcio Aviaxsa),8,87807
1998,Lineas Aereas Allegro,8,6488
1998,Mexicana (Mexicana de Aviación),8,446025
1998,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",8,166218
1999,Aero Cuahonte S.A de C.V,8,2842
1999,Aerocalifornia,8,147499
1999,Aerocozumel,8,13062
1999,Aeroejecutivo S.A de C.V ,8,3783
1999,Aerolineas Internacionales,8,35184
1999,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,8,67603
1999,Aeromar,8,28884
1999,Aerovías Caribe S.A  de C.V,8,56141
1999,Aeroméxico (Aerovías de México),8,639961
1999,Aviacsa (Consorcio Aviaxsa),8,105362
1999,Lineas Aereas Allegro,8,15504
1999,Mexicana (Mexicana de Aviación),8,447364
1999,"Transportes Aéreos Ejecutivos, S.A. (T.A.E.S.A)",8,230284
2000,Aeroméxico (Aerovías de México),8,675337
2000,Mexicana (Mexicana de Aviación),8,484081
2000,Aerocalifornia,8,121556
2000,Aviacsa (Consorcio Aviaxsa),8,143899
2000,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,8,69458
2000,Aeromar,8,42824
2000,Aerovías Caribe S.A  de C.V,8,31778
2000,Aerolineas Internacionales,8,36796
2000,Lineas Aereas Allegro,8,14829
2000,Aerocozumel,8,9679
2000,Aero Cuahonte S.A de C.V,8,2906
2000,Aeroejecutivo S.A de C.V ,8,0
2001,Aero Cuahonte S.A de C.V,8,2198
2001,Aerocalifornia,8,144252
2001,Aerocozumel,8,6821
2001,Aerolineas Internacionales,8,33415
2001,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,8,75382
2001,Aeromar,8,37450
2001,Aerovías Caribe S.A  de C.V,8,39466
2001,Aeroméxico (Aerovías de México),8,666211
2001,Aviacsa (Consorcio Aviaxsa),8,145087
2001,Grupo  Aereo Monterrey,8,39556
2001,Lineas Aereas Allegro,8,39401
2001,Lineas Aereas Azteca,8,15807
2001,Mexicana (Mexicana de Aviación),8,485625
2002,Aero Cuahonte S.A de C.V,8,725
2002,Aerocalifornia,8,133034
2002,Aerocozumel,8,3960
2002,Aerolineas Internacionales,8,55509
2002,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,8,72655
2002,Aeromar,8,38360
2002,Aerovías Caribe S.A  de C.V,8,55875
2002,Aeroméxico (Aerovías de México),8,625038
2002,Aviacsa (Consorcio Aviaxsa),8,160629
2002,Grupo  Aereo Monterrey,8,36964
2002,Lineas Aereas Allegro,8,28857
2002,Lineas Aereas Azteca,8,39955
2002,Mexicana (Mexicana de Aviación),8,461546
2003,Aero Cuahonte S.A de C.V,8,347
2003,Aerocalifornia,8,153175
2003,Aerocozumel,8,0
2003,Aerolineas Internacionales,8,0
2003,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,8,76147
2003,Aeromar,8,51023
2003,Aerovías Caribe S.A  de C.V,8,56982
2003,Aeroméxico (Aerovías de México),8,607205
2003,Aviacsa (Consorcio Aviaxsa),8,189219
2003,Grupo  Aereo Monterrey,8,58022
2003,Lineas Aereas Allegro,8,38303
2003,Lineas Aereas Azteca,8,58498
2003,Mexicana (Mexicana de Aviación),8,478697
2004,Aero Cuahonte S.A de C.V,8,265
2004,Aerocalifornia,8,137481
2004,Aerolitoral (Servicios Aéreos Litoral  S.A de C.V) ,8,97416
